ID,Type,Titre,Résumé,ISBN,Annee,Pages,Langues,Nouveautée,Couverture-bnum,Nom auteur,Prénom Auteur,Particule - auteur,Nom auteur complet
426,Littérature française,Le boulevard périphérique,"A Paris, dans un hôpital de jour, Véronique, psychanalyste, prend en
  charge Orion, un jeune adolescent gravement perturbé. Malgré ses difficultés,
  elle discerne qu'il est doué d'une imagination puissante et entreprend de
  l'orienter vers le dessin et la sculpture. Les chemins de la création et ceux
  de la vie quotidienne sont semés d'incertitudes et d'échecs, mais dans ses
  ""dictées d'angoisse"", Orion parvient à s'ouvrir à la parole et à
  mettre en mots ce qui le hante. Au fil des années et suivant des voies
  inusitées, l'œuvre - l'œuvre intérieure et l'œuvre artistique - apparaît et
  s'affirme. Le délire, la confusion, les surprenants effets de l'art en actes,
  la patience des déliants qui partagent les efforts du ""peuple du
  désastre"" (les handicapés), le mystère indicible de la souffrance que
  combat l'opiniâtre espérance, tels sont les thèmes de ce livre où Henry
  Bauchau a versé beaucoup de son expérience de la psychose et de l'analyse
  pour atteindre, au-delà du vécu, à la vie du roman. Sou",,2008,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=426.webp,BAUCHAU,Henry,,Henry BAUCHAU
427,Littérature française,Oedipe sur la route,"Dans un roman porté par une écriture
  pure, dépouillée, aérienne, Bauchau renouvelle le mythe d'Antigone et propose
  un magnifique portrait de femme.",,1992,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=427.webp,BAUCHAU,Henry,,Henry BAUCHAU
428,Littérature française,Temps du rêve,"Ce roman suit le parcours initiatique d'un jeune homme qui explore le monde des rêves et des mythes pour tenter de comprendre la nature humaine. C'est une plongée dans l'inconscient, mêlant poésie, philosophie et spiritualité.",,2012,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=428.webp,BAUCHAU,Henry,,Henry BAUCHAU
429,Art,Ecrits sur l’art(tomes 1 et 2),"Ces deux tomes regroupent les critiques d'art de Baudelaire, publiées dans les salons de l'époque. Il y exprime ses théories sur la beauté moderne et défend la liberté de l'artiste face aux conventions.",,1971,,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=429.webp,BAUDELAIRE,Charles,,Charles BAUDELAIRE
430,Poésie,Les fleurs du mal,"*Les Fleurs du mal* est un recueil de poèmes de Charles Baudelaire,
  reprenant la quasi-totalité de sa production en vers de 1840 jusqu'à sa mort,
  survenue fin août 1867. Publié le 21 juin 1857, le recueil scandalise
  aussitôt la société française. Son auteur subit un procès retentissant. Le
  jugement le condamne à une forte amende, réduite sur intervention de
  l'Impératrice ; il entraîne la censure de six pièces jugées immorales. De 1861 à 1868, l'ouvrage est réédité dans trois versions successives,
  enrichies de nouveaux poèmes ; les pièces interdites paraissent en Belgique.
  La réhabilitation n'interviendra que près d'un siècle plus tard, en mai 1949. Le recueil est considéré comme une œuvre majeure de la poésie moderne. Il diffère
  d'un recueil classique où souvent, le seul hasard réunit des poèmes
  généralement disparates. Ici, les poèmes s'articulent avec méthode et selon
  un dessein précis.",,1855,,mul,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=430.webp,BAUDELAIRE,Charles,,Charles BAUDELAIRE
431,Poésie,Les paradis artificiels,"Ceux qui savent s'observer eux-memes et qui gardent la memoire de leurs
  impressions, ceux-la qui ont su, comme Hoffmann, construire leur barometre
  spirituel, ont eu parfois a noter, dans l'observatoire de leur pensee, de
  belles saisons, d'heureuses journees, de delicieuses minutes. Il est des
  jours ou l'homme s'eveille avec un genie jeune et vigoureux. ses paupieres a
  peine dechargees du sommeil qui les scellait, le monde exterieur s'offre a
  lui avec un relief puissant, une nettete de contours, une richesse de
  couleurs admirables.",,1928,,dut,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=431.webp,BAUDELAIRE,Charles,,Charles BAUDELAIRE
432,Ethnographie / Biographie,Les cités perdues des Mayas,"Cet ouvrage retrace l'histoire des Mayas, de leur apogée à leur déclin. Il explore les cités perdues, les rites et les croyances de cette civilisation fascinante, à travers des illustrations et des descriptions détaillées.",,1992,175,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=432.webp,BAUDEZ Cl. / PICASSO Sydney,,,BAUDEZ Cl. / PICASSO Sydney
433,Policier suspens thriller,Les mystères de Channel Row,"Londres, juin 1717. C'est d'une modeste taverne du quartier Saint-Paul
  que va surgir la première loge franc-maçonne. Le Révérend Jean-Théophile
  Désaguliers, physicien proche de Newton et de la famille royale, en devient
  le Grand Maître. Aussitôt, d'étranges événements surviennent : un registre
  est volé, une servante agressée, un Maître de Loge est mystérieusement
  assassiné, et Thomas, le disciple préféré, est retrouvé mort après une folle
  poursuite. Aidé par la police de Londres, le Révérend mène l'enquête. En même
  temps qu'il construit la puissante franc-maçonnerie anglaise, Désaguliers va
  traquer la vérité dans les recoins les plus sordides de la capitale. Il y
  rencontrera notamment le chef des bandits de Londres, mais aussi un
  aristocrate débauché, traître à son roi et Grand Maître des francs-maçons !
  Surtout, il va découvrir un incroyable secret qui donnera un sens nouveau à
  sa vie... Pour inaugurer la série ""Crimes et loges"" Alain Bauer et
  Roger Dachez, grands spécialistes de la f",9782709628525,2007,0,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=433.webp,BAUER Alain – DACHEZ Roger,,,BAUER Alain – DACHEZ Roger
434,Littérature étrangère,Lac aux Dames,"Un jeune médecin, qui tente d'échapper à son passé, se retrouve dans un village des Alpes autrichiennes. Il y rencontre une femme et tombe amoureux, mais leur relation est bouleversée par un drame qui va les séparer.",,1966,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=434.webp,BAUM,Vicki,,Vicki BAUM
435,Science-fiction,Les vaisseaux du temps,"""Lorsque s'achève 'La machine à explorer le temps', texte fondateur
  de la science-fiction moderne, le Voyageur s'apprête à repartir dans le futur
  sauver Weena, la charmante Éloï, menacée par les cruels Morlocks. Voici le
  récit de son second voyage qui le mènera aux confins de l'espace, du temps et
  des univers parallèles. Le manuscrit est mystérieusement parvenu à Stephen
  Baxter un siècle exactement après la parution initiale du chef-d'œuvre de H.
  G. Wells. Le Voyageur, surpris, découvre un monde différent de celui qu'il a
  déjà exploré, où les Morlocks disposent d'une science avancée et ne
  ressemblent guère aux barbares qu'il a connus. 'Les vaisseaux du temps', l'un
  des plus remarquables textes de la science-fiction contemporaine, a obtenu le
  British Science Fiction Award, le John Campbell Memorial, le Philip K. Dick
  Award, et a figuré parmi les cinq finalistes du prix Hugo en 1996. Baxter a
  dépassé son maître."" [Source : 4e de couv., tirage 2010]",,1998,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=435.webp,BAXTER,Stephen,,Stephen BAXTER
436,Littérature française,Comment parler des livres que l'on n'a pas lus ?,"Ce livre humoristique propose une méthode pour parler des livres que l'on n'a pas lus, en s'appuyant sur des techniques de conversation et des connaissances générales. Il invite à une réflexion sur la lecture et le rapport au savoir.",,2007,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=436.webp,BAYARD,Pierre,,Pierre BAYARD
437,Policier suspens thriller,Qui a tué Roger Ackroyd ?,,,1998,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=437.webp,BAYARD,Pierre,,Pierre BAYARD
438,Politique,"Les politocrates -Vie, moeurs et coutumes de la classe politique","Cet ouvrage, à la fois essai et satire, dresse le portrait de la classe politique française. Il analyse les mœurs, les codes et les rites de ces élites, souvent déconnectées de la réalité du terrain.",,0,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=438.webp,BAZIN F / MACE-SCARON J,,,BAZIN F / MACE-SCARON J
439,Politique,"Jacques Pilhan, le sorcier de l'Elysée","L'étonnante histoire de Jacques Pilhan, ce conseiller de l'ombre décédé
  en 1998, qui a façonné les relations de deux présidents, François Mitterrand
  et Jacques Chirac, avec les Français. Jacques Pilhan (1943-1998) était un
  homme de l'ombre. Mais tout en cultivant le goût du mystère et de la
  clandestinité, il a su se rendre indispensable à deux chefs d'Etat successifs
  : François Mitterrand en 1981 et 1988, puis Jacques Chirac en 1995. Pour
  élever la présidence de la République au-dessus de la mêlée, il a théorisé la
  rareté de la parole élyséenne. En retraçant le parcours de cet homme qui a
  révolutionné la communication politique en France, l'auteur nous fait entrer
  dans les coulisses du pouvoir. Il nous dévoile les mises en scène de
  certaines décisions, la préparation des émissions politiques ou encore le
  coaching des chefs de gouvernement et des ministres en vue. Car, de Lionel
  Jospin à Alain Jupé, en passant par Michel Rocard, Bernard Tapie ou Martine
  Aubry, toute une génération polit",9782262042387,2013,253,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=439.webp,BAZIN,François,,François BAZIN
440,Littérature française,Qui j’ose aimer,"Le roman suit le destin de la famille de l'auteur, les Rezeau. L'œuvre est une critique sociale qui dénonce les hypocrisies de la bourgeoisie française et les préjugés de l'époque.",,1956,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=440.webp,BAZIN,Hervé,,Hervé BAZIN
441,Littérature française,L'huile sur le feu,"Le roman dépeint les difficultés de la vie de couple à travers l'histoire de Jean et de Catherine. Ils se confrontent à la jalousie, aux désillusions, aux trahisons, jusqu'à ce que leur amour soit mis à rude épreuve.",,1954,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=441.webp,BAZIN,Hervé,,Hervé BAZIN
442,Littérature française,La mort du petit cheval,"Dans ce roman, l'auteur raconte son adolescence dans un pensionnat, ses relations difficiles avec sa mère et sa rébellion contre l'autorité. C'est une œuvre autobiographique qui explore la cruauté de la vie et le désespoir de la jeunesse.",,1950,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=442.webp,BAZIN,Hervé,,Hervé BAZIN
443,Littérature française,La tête contre les murs,"Un jeune homme se retrouve interné dans un hôpital psychiatrique après avoir commis un crime. Il raconte les conditions de vie des malades, la violence du système et son combat pour retrouver sa liberté.",,1949,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=443.webp,BAZIN,Hervé,,Hervé BAZIN
444,Littérature française,Vipère au poing,"L’ouvrage fournit toutes les clés pour analyser le roman d’Hervé Bazin.
  Le résumé détaillé est suivi de l’étude des problématiques essentielles,
  parmi lesquelles : – Jean Rezeau et les autres personnages – La famille dans
  Vipère au poing – Le thème de la révolte – Un point de vue original –
  L’humour, le comique et la dérision.",,1948,,eng,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=444.webp,BAZIN,Hervé,,Hervé BAZIN
445,Littérature étrangère,Promenades avec les hommes,"Un recueil de poèmes où l'autrice explore les relations entre les hommes et les femmes, l'amour, la mort et la mémoire. Le livre est une invitation à la rêverie, à la contemplation de la vie.",,2013,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=445.webp,BEATTIE,Ann,,Ann BEATTIE
446,Littérature française,Le jour des corneilles,"Sise au fin fond de la forêt,
  au-dehors d'un village perdu, une cabane abrite deux êtres saugrenus,
  hallucinés et farouches : le père Courge et son fils. Ces deux êtres asociaux
  vivotent en autarcie et le père lit des prophéties dans les astres, s'angoisse
  devant la mort et se venge cruellement de sa destinée sur son fils alors que
  celui-ci voit apparaître les morts baignés d'une aura bleutée et interroge
  sans cesse le fantôme de sa mère. Mais ce qui étonnera le plus, c'est le
  langage du fils illettré mandé à comparaître en jugement : un verbe inouï,
  inventif et archaïque qui coule sur les questions existentielles dans une
  forme sans pareille.",,2007,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=446.webp,BEAUCHEMIN,Jean-François,,Jean-François BEAUCHEMIN
447,Psychologie,80 % au bac… et après ?,""" 80 % d'une génération au bac
  "" : ce mot d'ordre, lancé en 1985 comme objectif de l'enseignement
  secondaire français, fait l'objet d'un consensus politique, satisfaisant le
  progressisme de la gauche enseignante et le pragmatisme des gouvernements qui
  ont vu là un moyen de juguler le chômage de masse des jeunes. Ce slogan a
  nourri les espoirs d'une possible promotion sociale pour les enfants de
  familles populaires, en particulier immigrées, dans un contexte d'insécurité
  économique et sociale croissante. Dans ce livre nourri d'une enquête de dix
  années, Stéphane Beaud raconte, à travers les portraits de jeunes d'un
  quartier HLM à forte composante immigrée, les illusions et les désillusions
  de ces "" enfants de la démocratisation scolaire "", engagés dans la
  voie incertaine des études longues. Il montre comment ils ont dû déchanter
  alors qu'ils se voyaient peu à peu relégués dans les filières dévalorisées du
  lycée et du premier cycle universitaire. L'auteur met ainsi en lumière l'ambivalen",,2003,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=447.webp,BEAUD,Stéphane,,Stéphane BEAUD
448,Littérature française,Alors vous ne serez plus jamais triste,"C’est l’histoire d’un médecin malheureux, qui ne se rappelle plus comment
  soigner depuis que sa femme est partie. Il a décidé de mettre fin à ses jours
  le soir même. En se jetant dans un taxi pour régler quelques affaires à
  l’hôpital, il fait la connaissance de sa mystérieuse conductrice : une
  vieille dame excentrique capable de deviner quand les gens vont mourir, juste
  en les regardant dans les yeux. Pour convaincre le Docteur de revenir sur sa
  décision, elle exige sept jours durant lesquels il devra se soumettre à
  toutes ses fantaisies. Le compte à rebours est lancé jusqu’à l’échéance
  finale. Qui gagnera du désespoir ou de la joie de vivre ? Que s’est-il passé
  dans la vie de cet homme pour qu’il en arrive là ? Qu’a vécu cette femme pour
  qu’elle prenne aussi violemment le parti de la vie et du bonheur ? Avec une
  poésie joyeuse et une grande émotion, Baptiste Beaulieu imagine une
  merveilleuse rencontre entre deux êtres qui cherchent à réenchanter le monde.
  Médecin généraliste âgé de 29",9782213682709,2015,200,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=448.webp,BEAULIEU,Baptiste,,Baptiste BEAULIEU
